,ti_uid,indication_mesh_term,gene_name,combined_max_phase,succ_p_1,succ_1_2,succ_2_3,succ_3_a,target_status,gene_id,disease_relevant_tissues,dtr_blood,dtr_bone_marrow,dtr_brain,dtr_colon,dtr_esophagus,dtr_eye,dtr_heart,dtr_kidney,dtr_liver,dtr_lung,dtr_nose,dtr_pancreas,dtr_prostate,dtr_skin,dtr_small_intestine,genetic_evidence_minikel
5111,IFNAR2-D003704,Dementia,IFNAR2,Preclinical,False,,,,unsupported target,ENSG00000159110,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5112,KDM1A-D003704,Dementia,KDM1A,Preclinical,False,,,,unsupported target,ENSG00000004487,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5113,MAOB-D003704,Dementia,MAOB,Preclinical,False,,,,unsupported target,ENSG00000069535,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5114,MAPK10-D003704,Dementia,MAPK10,Preclinical,,,,,unsupported target,ENSG00000109339,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5115,MAPT-D003704,Dementia,MAPT,Preclinical,,,,,unsupported target,ENSG00000186868,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5116,NGF-D003704,Dementia,NGF,Preclinical,False,,,,unsupported target,ENSG00000134259,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5117,OXTR-D003704,Dementia,OXTR,Preclinical,False,,,,unsupported target,ENSG00000180914,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5118,PDE2A-D003704,Dementia,PDE2A,Preclinical,False,,,,unsupported target,ENSG00000186642,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5119,PDE4D-D003704,Dementia,PDE4D,Preclinical,,,,,unsupported target,ENSG00000113448,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5120,PDE9A-D003704,Dementia,PDE9A,Phase II,True,True,,,unsupported target,ENSG00000160191,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5121,SIGMAR1-D003704,Dementia,SIGMAR1,Phase II,True,True,,,unsupported target,ENSG00000147955,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5122,SIRT2-D003704,Dementia,SIRT2,Preclinical,False,,,,unsupported target,ENSG00000068903,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5123,SLC6A4-D003704,Dementia,SLC6A4,Preclinical,False,,,,unsupported target,ENSG00000108576,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5124,SNCA-D003704,Dementia,SNCA,Phase I,True,,,,unsupported target,ENSG00000145335,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5125,TREM2-D003704,Dementia,TREM2,Preclinical,False,,,,unsupported target,ENSG00000095970,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5126,TRPV1-D003704,Dementia,TRPV1,Phase II,True,True,,,unsupported target,ENSG00000196689,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5127,VEGFA-D003704,Dementia,VEGFA,Preclinical,False,,,,unsupported target,ENSG00000112715,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5128,ACHE-D003863,Depression,ACHE,Preclinical,False,,,,unsupported target,ENSG00000087085,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5129,ADORA1-D003863,Depression,ADORA1,Preclinical,False,,,,unsupported target,ENSG00000163485,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5130,ADORA2A-D003863,Depression,ADORA2A,Preclinical,,,,,unsupported target,ENSG00000128271,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5131,ADRA1A-D003863,Depression,ADRA1A,Launched,True,True,True,True,unsupported target,ENSG00000120907,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5132,ADRA2A-D003863,Depression,ADRA2A,Preclinical,False,,,,unsupported target,ENSG00000150594,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5133,ADRA2C-D003863,Depression,ADRA2C,Phase I,True,False,,,unsupported target,ENSG00000184160,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5134,AVPR1A-D003863,Depression,AVPR1A,Phase I,True,False,,,unsupported target,ENSG00000166148,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5135,AVPR1B-D003863,Depression,AVPR1B,Preclinical,False,,,,unsupported target,ENSG00000198049,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5136,CALCR-D003863,Depression,CALCR,Preclinical,False,,,,unsupported target,ENSG00000004948,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5137,CALCRL-D003863,Depression,CALCRL,Phase II,True,True,False,,unsupported target,ENSG00000064989,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5138,CHRM1-D003863,Depression,CHRM1,Preclinical,,,,,unsupported target,ENSG00000168539,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5139,CHRM2-D003863,Depression,CHRM2,Preclinical,,,,,unsupported target,ENSG00000181072,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5140,CHRM3-D003863,Depression,CHRM3,Preclinical,False,,,,unsupported target,ENSG00000133019,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5141,CHRNA4-D003863,Depression,CHRNA4,Phase II,True,True,False,,unsupported target,ENSG00000101204,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5142,CHRNA7-D003863,Depression,CHRNA7,Preclinical,False,,,,unsupported target,ENSG00000175344,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5143,CHRNB2-D003863,Depression,CHRNB2,Phase II,True,True,False,,unsupported target,ENSG00000160716,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5144,CNR1-D003863,Depression,CNR1,Preclinical,,,,,unsupported target,ENSG00000118432,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5145,CPT1A-D003863,Depression,CPT1A,Phase I,True,False,,,unsupported target,ENSG00000110090,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5146,CRHR1-D003863,Depression,CRHR1,Preclinical,,,,,unsupported target,ENSG00000120088,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5147,CRHR2-D003863,Depression,CRHR2,Phase II,True,True,False,,unsupported target,ENSG00000106113,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5148,DPP4-D003863,Depression,DPP4,Preclinical,False,,,,unsupported target,ENSG00000197635,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5149,DRD1-D003863,Depression,DRD1,Launched,True,True,True,True,unsupported target,ENSG00000184845,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5150,DRD2-D003863,Depression,DRD2,Launched,True,True,True,True,genetically supported target,ENSG00000149295,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5151,DRD3-D003863,Depression,DRD3,Preclinical,False,,,,unsupported target,ENSG00000151577,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5152,DYRK1A-D003863,Depression,DYRK1A,Preclinical,False,,,,unsupported target,ENSG00000157540,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5153,EPOR-D003863,Depression,EPOR,Preclinical,False,,,,unsupported target,ENSG00000187266,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5154,ESR1-D003863,Depression,ESR1,Phase II,True,True,False,,unsupported target,ENSG00000091831,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5155,ESR2-D003863,Depression,ESR2,Preclinical,False,,,,genetically supported target,ENSG00000140009,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5156,FAAH-D003863,Depression,FAAH,Phase I,True,False,,,unsupported target,ENSG00000117480,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5157,GABBR1-D003863,Depression,GABBR1,Preclinical,False,,,,genetically supported target,ENSG00000204681,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5158,GABRA1-D003863,Depression,GABRA1,Phase III,True,True,True,,unsupported target,ENSG00000022355,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5159,GABRA2-D003863,Depression,GABRA2,Preclinical,False,,,,unsupported target,ENSG00000151834,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5160,GABRA3-D003863,Depression,GABRA3,Preclinical,False,,,,unsupported target,ENSG00000011677,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5161,GABRA4-D003863,Depression,GABRA4,Preclinical,False,,,,unsupported target,ENSG00000109158,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5162,GABRA5-D003863,Depression,GABRA5,Preclinical,False,,,,unsupported target,ENSG00000186297,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5163,GABRB3-D003863,Depression,GABRB3,Phase I,True,,,,unsupported target,ENSG00000166206,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5164,GLP1R-D003863,Depression,GLP1R,Preclinical,False,,,,unsupported target,ENSG00000112164,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5165,GPR55-D003863,Depression,GPR55,Preclinical,,,,,unsupported target,ENSG00000135898,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5166,GRIA1-D003863,Depression,GRIA1,Phase II,True,True,False,,unsupported target,ENSG00000155511,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5167,GRIN1-D003863,Depression,GRIN1,Phase III,True,True,True,,unsupported target,ENSG00000176884,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5168,GRIN2B-D003863,Depression,GRIN2B,Phase I,True,,,,unsupported target,ENSG00000273079,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5169,GRIN2C-D003863,Depression,GRIN2C,Preclinical,False,,,,unsupported target,ENSG00000161509,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5170,GRIN2D-D003863,Depression,GRIN2D,Preclinical,False,,,,unsupported target,ENSG00000105464,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5171,GRM2-D003863,Depression,GRM2,Phase I,True,False,,,unsupported target,ENSG00000164082,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5172,GRM3-D003863,Depression,GRM3,Phase I,True,False,,,unsupported target,ENSG00000198822,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5173,GRM4-D003863,Depression,GRM4,Preclinical,,,,,unsupported target,ENSG00000124493,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5174,GRM5-D003863,Depression,GRM5,Preclinical,False,,,,genetically supported target,ENSG00000168959,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5175,GRM7-D003863,Depression,GRM7,Preclinical,,,,,unsupported target,ENSG00000196277,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5176,GSK3B-D003863,Depression,GSK3B,Preclinical,False,,,,unsupported target,ENSG00000082701,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5177,HCRTR2-D003863,Depression,HCRTR2,Preclinical,False,,,,unsupported target,ENSG00000137252,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5178,HDAC6-D003863,Depression,HDAC6,Preclinical,False,,,,unsupported target,ENSG00000094631,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5179,HRH1-D003863,Depression,HRH1,Launched,True,True,True,True,unsupported target,ENSG00000196639,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5180,HRH3-D003863,Depression,HRH3,Preclinical,False,,,,unsupported target,ENSG00000101180,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5181,HTR1A-D003863,Depression,HTR1A,Launched,True,True,True,True,unsupported target,ENSG00000178394,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5182,HTR1B-D003863,Depression,HTR1B,Phase II,True,True,False,,unsupported target,ENSG00000135312,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5183,HTR1D-D003863,Depression,HTR1D,Phase II,True,True,False,,unsupported target,ENSG00000179546,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5184,HTR2A-D003863,Depression,HTR2A,Phase II,True,True,,,unsupported target,ENSG00000102468,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5185,HTR2B-D003863,Depression,HTR2B,Phase II,True,True,False,,unsupported target,ENSG00000135914,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5186,HTR2C-D003863,Depression,HTR2C,Launched,True,True,True,True,unsupported target,ENSG00000147246,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5187,HTR5A-D003863,Depression,HTR5A,Preclinical,,,,,unsupported target,ENSG00000157219,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5188,HTR6-D003863,Depression,HTR6,Preclinical,False,,,,unsupported target,ENSG00000158748,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5189,HTR7-D003863,Depression,HTR7,Phase I,True,False,,,unsupported target,ENSG00000148680,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5190,IDO1-D003863,Depression,IDO1,Preclinical,False,,,,unsupported target,ENSG00000131203,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5191,IGF1R-D003863,Depression,IGF1R,Preclinical,False,,,,unsupported target,ENSG00000140443,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5192,IL6R-D003863,Depression,IL6R,Preclinical,False,,,,unsupported target,ENSG00000160712,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5193,MAOA-D003863,Depression,MAOA,Phase II,True,True,False,,unsupported target,ENSG00000189221,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5194,MAP2-D003863,Depression,MAP2,Phase II,True,True,,,unsupported target,ENSG00000078018,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5195,MCHR1-D003863,Depression,MCHR1,Preclinical,False,,,,unsupported target,ENSG00000128285,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5196,MTNR1A-D003863,Depression,MTNR1A,Preclinical,False,,,,unsupported target,ENSG00000168412,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5197,MTNR1B-D003863,Depression,MTNR1B,Preclinical,False,,,,unsupported target,ENSG00000134640,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5198,NOS1-D003863,Depression,NOS1,Preclinical,False,,,,genetically supported target,ENSG00000089250,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5199,NPY1R-D003863,Depression,NPY1R,Phase I,True,False,,,unsupported target,ENSG00000164128,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5200,NR3C1-D003863,Depression,NR3C1,Phase II,True,True,False,,unsupported target,ENSG00000113580,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5201,NTRK2-D003863,Depression,NTRK2,Preclinical,,,,,unsupported target,ENSG00000148053,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5202,OPRD1-D003863,Depression,OPRD1,Preclinical,False,,,,unsupported target,ENSG00000116329,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5203,OPRK1-D003863,Depression,OPRK1,Preclinical,False,,,,unsupported target,ENSG00000082556,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5204,OPRL1-D003863,Depression,OPRL1,Phase I,True,False,,,unsupported target,ENSG00000125510,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5205,OPRM1-D003863,Depression,OPRM1,Preclinical,,,,,unsupported target,ENSG00000112038,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5206,P2RX4-D003863,Depression,P2RX4,Preclinical,False,,,,unsupported target,ENSG00000135124,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5207,P2RX7-D003863,Depression,P2RX7,Preclinical,False,,,,unsupported target,ENSG00000089041,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5208,PDE2A-D003863,Depression,PDE2A,Preclinical,False,,,,unsupported target,ENSG00000186642,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5209,PDE4A-D003863,Depression,PDE4A,Phase I,True,False,,,unsupported target,ENSG00000065989,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5210,PDE4B-D003863,Depression,PDE4B,Phase I,True,False,,,unsupported target,ENSG00000184588,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5211,PDE4C-D003863,Depression,PDE4C,Phase I,True,False,,,unsupported target,ENSG00000105650,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5212,PDE4D-D003863,Depression,PDE4D,Phase I,True,False,,,unsupported target,ENSG00000113448,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5213,PRKCE-D003863,Depression,PRKCE,Preclinical,,,,,unsupported target,ENSG00000171132,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5214,PTGS2-D003863,Depression,PTGS2,Phase II,True,True,False,,unsupported target,ENSG00000073756,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5215,PTPRG-D003863,Depression,PTPRG,Preclinical,False,,,,unsupported target,ENSG00000144724,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5216,PTPRJ-D003863,Depression,PTPRJ,Preclinical,False,,,,unsupported target,ENSG00000149177,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5217,RAMP1-D003863,Depression,RAMP1,Phase II,True,True,False,,unsupported target,ENSG00000132329,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5218,S100A10-D003863,Depression,S100A10,Preclinical,False,,,,unsupported target,ENSG00000197747,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5219,SCN10A-D003863,Depression,SCN10A,Preclinical,False,,,,unsupported target,ENSG00000185313,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5220,SCN3A-D003863,Depression,SCN3A,Preclinical,False,,,,unsupported target,ENSG00000153253,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5221,SCN5A-D003863,Depression,SCN5A,Phase I,True,False,,,unsupported target,ENSG00000183873,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5222,SCN9A-D003863,Depression,SCN9A,Preclinical,False,,,,unsupported target,ENSG00000169432,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5223,SIGMAR1-D003863,Depression,SIGMAR1,Preclinical,,,,,unsupported target,ENSG00000147955,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5224,SLC6A2-D003863,Depression,SLC6A2,Launched,True,True,True,True,unsupported target,ENSG00000103546,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5225,SLC6A3-D003863,Depression,SLC6A3,Launched,True,True,True,True,unsupported target,ENSG00000142319,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5226,SLC6A4-D003863,Depression,SLC6A4,Launched,True,True,True,True,unsupported target,ENSG00000108576,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5227,SLC7A11-D003863,Depression,SLC7A11,Phase I,True,False,,,genetically supported target,ENSG00000151012,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5228,TAAR1-D003863,Depression,TAAR1,Phase I,True,False,,,unsupported target,ENSG00000146399,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5229,TACR1-D003863,Depression,TACR1,Launched,True,True,True,True,unsupported target,ENSG00000115353,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5230,TACR2-D003863,Depression,TACR2,Phase I,True,False,,,unsupported target,ENSG00000075073,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5231,TACR3-D003863,Depression,TACR3,Phase I,True,False,,,unsupported target,ENSG00000169836,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5232,TMEFF2-D003863,Depression,TMEFF2,Preclinical,False,,,,unsupported target,ENSG00000144339,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5233,TNF-D003863,Depression,TNF,Preclinical,,,,,unsupported target,ENSG00000204490,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5234,TNFRSF1A-D003863,Depression,TNFRSF1A,Preclinical,False,,,,unsupported target,ENSG00000067182,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5235,TRPV1-D003863,Depression,TRPV1,Preclinical,,,,,unsupported target,ENSG00000196689,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5236,TSPO-D003863,Depression,TSPO,Phase I,True,,,,unsupported target,ENSG00000100300,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5237,ACHE-D003872,Dermatitis,ACHE,Preclinical,,,,,unsupported target,ENSG00000087085,skin,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5238,CMKLR1-D003872,Dermatitis,CMKLR1,Phase I,True,False,,,unsupported target,ENSG00000174600,skin,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5239,CNR1-D003872,Dermatitis,CNR1,Preclinical,False,,,,unsupported target,ENSG00000118432,skin,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5240,PTGS1-D003872,Dermatitis,PTGS1,Phase I,True,False,,,unsupported target,ENSG00000095303,skin,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5241,PTGS2-D003872,Dermatitis,PTGS2,Phase I,True,False,,,unsupported target,ENSG00000073756,skin,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5242,SOD2-D003872,Dermatitis,SOD2,Preclinical,False,,,,unsupported target,ENSG00000291237,skin,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5327,ACHE-D004831,"Epilepsies, Myoclonic",ACHE,Preclinical,False,,,,unsupported target,ENSG00000087085,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5328,CNR1-D004831,"Epilepsies, Myoclonic",CNR1,Launched,True,True,True,True,unsupported target,ENSG00000118432,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5329,CYP46A1-D004831,"Epilepsies, Myoclonic",CYP46A1,Phase III,True,True,True,,unsupported target,ENSG00000036530,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5330,FGFR3-D004831,"Epilepsies, Myoclonic",FGFR3,Launched,True,True,True,True,unsupported target,ENSG00000068078,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5331,GABRA1-D004831,"Epilepsies, Myoclonic",GABRA1,Phase III,True,True,True,False,genetically supported target,ENSG00000022355,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5332,GABRA2-D004831,"Epilepsies, Myoclonic",GABRA2,Phase III,True,True,True,False,unsupported target,ENSG00000151834,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5333,GABRA3-D004831,"Epilepsies, Myoclonic",GABRA3,Phase III,True,True,True,False,unsupported target,ENSG00000011677,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5334,GABRA5-D004831,"Epilepsies, Myoclonic",GABRA5,Phase III,True,True,True,False,unsupported target,ENSG00000186297,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5335,GPR55-D004831,"Epilepsies, Myoclonic",GPR55,Launched,True,True,True,True,unsupported target,ENSG00000135898,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5336,GRM4-D004831,"Epilepsies, Myoclonic",GRM4,Preclinical,,,,,unsupported target,ENSG00000124493,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5337,GRM7-D004831,"Epilepsies, Myoclonic",GRM7,Preclinical,,,,,unsupported target,ENSG00000196277,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5338,HTR2C-D004831,"Epilepsies, Myoclonic",HTR2C,Phase III,True,True,True,,unsupported target,ENSG00000147246,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5339,SCN1A-D004831,"Epilepsies, Myoclonic",SCN1A,Phase II,True,True,,,genetically supported target,ENSG00000144285,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5340,SCN8A-D004831,"Epilepsies, Myoclonic",SCN8A,Phase I,True,False,,,unsupported target,ENSG00000196876,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5341,SLC6A4-D004831,"Epilepsies, Myoclonic",SLC6A4,Launched,True,True,True,True,unsupported target,ENSG00000108576,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5342,TRPV1-D004831,"Epilepsies, Myoclonic",TRPV1,Launched,True,True,True,True,unsupported target,ENSG00000196689,brain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5351,ACHE-D005764,Gastroesophageal Reflux,ACHE,Preclinical,False,,,,unsupported target,ENSG00000087085,esophagus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5352,ATP1A1-D005764,Gastroesophageal Reflux,ATP1A1,Launched,True,True,True,True,unsupported target,ENSG00000163399,esophagus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5353,ATP4A-D005764,Gastroesophageal Reflux,ATP4A,Launched,True,True,True,True,unsupported target,ENSG00000105675,esophagus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5354,CCKBR-D005764,Gastroesophageal Reflux,CCKBR,Phase I,True,False,,,unsupported target,ENSG00000110148,esophagus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5355,CHRM1-D005764,Gastroesophageal Reflux,CHRM1,Preclinical,False,,,,unsupported target,ENSG00000168539,esophagus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5356,CHRM2-D005764,Gastroesophageal Reflux,CHRM2,Preclinical,False,,,,unsupported target,ENSG00000181072,esophagus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5357,CLCN2-D005764,Gastroesophageal Reflux,CLCN2,Phase II,True,True,False,,unsupported target,ENSG00000114859,esophagus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5358,DRD2-D005764,Gastroesophageal Reflux,DRD2,Launched,True,True,True,True,unsupported target,ENSG00000149295,esophagus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5359,DRD3-D005764,Gastroesophageal Reflux,DRD3,Preclinical,False,,,,unsupported target,ENSG00000151577,esophagus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5360,GABBR1-D005764,Gastroesophageal Reflux,GABBR1,Phase II,True,True,False,,unsupported target,ENSG00000204681,esophagus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5361,GAST-D005764,Gastroesophageal Reflux,GAST,Launched,True,True,True,True,unsupported target,ENSG00000184502,esophagus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5362,GHSR-D005764,Gastroesophageal Reflux,GHSR,Phase II,True,True,False,,unsupported target,ENSG00000121853,esophagus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
