,gene_id,gene_name,disease,disease_ontology_id,ct_marker_evidence,disease_evidence,disease_ct_evidence,bulk_disease_evidence,genetic_evidence_OT,is_hvg_normal,is_hvg_disease,ti_uid,indication_mesh_id,indication_mesh_term,combined_max_phase,succ_p_1,succ_1_2,succ_2_3,succ_3_a,target_status,MONDO,genetic_evidence_minikel
251557,ENSG00000254087,LYN,type 1 diabetes mellitus,MONDO_0005147,0.0,0.0,0.0,0.0,0.0,1.0,1.0,LYN-D003922,D003922,"Diabetes Mellitus, Type 1",Preclinical,False,False,False,False,unsupported target,MONDO_0005147,0.0
262497,ENSG00000000938,FGR,breast cancer,MONDO_0007254,1.0,0.0,0.0,1.0,0.0,1.0,1.0,FGR-D001943,D001943,Breast Neoplasms,Phase II,True,True,False,False,unsupported target,MONDO_0021100,0.0
262504,ENSG00000010671,BTK,breast cancer,MONDO_0007254,1.0,0.0,0.0,1.0,0.0,1.0,1.0,BTK-D001943,D001943,Breast Neoplasms,Phase II,True,True,False,False,unsupported target,MONDO_0021100,0.0
262505,ENSG00000010810,FYN,breast cancer,MONDO_0007254,1.0,1.0,0.0,1.0,0.0,1.0,1.0,FYN-D001943,D001943,Breast Neoplasms,Phase II,True,True,False,False,unsupported target,MONDO_0021100,0.0
262510,ENSG00000017427,IGF1,breast cancer,MONDO_0007254,0.0,0.0,0.0,0.0,0.0,1.0,1.0,IGF1-D001943,D001943,Breast Neoplasms,Phase II,True,True,False,False,genetically supported target,MONDO_0021100,1.0
262518,ENSG00000037280,FLT4,breast cancer,MONDO_0007254,1.0,0.0,0.0,0.0,0.0,1.0,1.0,FLT4-D001943,D001943,Breast Neoplasms,Phase III,True,True,True,False,unsupported target,MONDO_0021100,0.0
262519,ENSG00000039068,CDH1,breast cancer,MONDO_0007254,1.0,0.0,0.0,0.0,1.0,1.0,1.0,CDH1-D001943,D001943,Breast Neoplasms,Preclinical,False,False,False,False,unsupported target,MONDO_0021100,0.0
262522,ENSG00000041982,TNC,breast cancer,MONDO_0007254,0.0,0.0,0.0,0.0,0.0,1.0,1.0,TNC-D001943,D001943,Breast Neoplasms,Phase II,True,True,False,False,unsupported target,MONDO_0021100,0.0
262526,ENSG00000049249,TNFRSF9,breast cancer,MONDO_0007254,1.0,1.0,1.0,0.0,0.0,1.0,1.0,TNFRSF9-D001943,D001943,Breast Neoplasms,Phase I,True,False,False,False,unsupported target,MONDO_0021100,0.0
262530,ENSG00000065361,ERBB3,breast cancer,MONDO_0007254,1.0,0.0,0.0,0.0,0.0,1.0,1.0,ERBB3-D001943,D001943,Breast Neoplasms,Phase II,True,True,False,False,unsupported target,MONDO_0021100,0.0
262532,ENSG00000065675,PRKCQ,breast cancer,MONDO_0007254,1.0,0.0,0.0,1.0,0.0,1.0,1.0,PRKCQ-D001943,D001943,Breast Neoplasms,Preclinical,False,False,False,False,unsupported target,MONDO_0021100,0.0
262533,ENSG00000066468,FGFR2,breast cancer,MONDO_0007254,1.0,0.0,0.0,0.0,1.0,1.0,1.0,FGFR2-D001943,D001943,Breast Neoplasms,Phase III,True,True,True,False,genetically supported target,MONDO_0021100,1.0
262541,ENSG00000073756,PTGS2,breast cancer,MONDO_0007254,1.0,0.0,0.0,0.0,0.0,1.0,1.0,PTGS2-D001943,D001943,Breast Neoplasms,Phase II,True,True,False,False,unsupported target,MONDO_0021100,0.0
262548,ENSG00000077782,FGFR1,breast cancer,MONDO_0007254,0.0,1.0,1.0,0.0,0.0,1.0,1.0,FGFR1-D001943,D001943,Breast Neoplasms,Phase III,True,True,True,False,unsupported target,MONDO_0021100,0.0
262555,ENSG00000082175,PGR,breast cancer,MONDO_0007254,0.0,0.0,0.0,0.0,0.0,1.0,1.0,PGR-D001943,D001943,Breast Neoplasms,Preclinical,False,False,False,False,unsupported target,MONDO_0021100,0.0
262560,ENSG00000085563,ABCB1,breast cancer,MONDO_0007254,1.0,1.0,1.0,0.0,0.0,1.0,1.0,ABCB1-D001943,D001943,Breast Neoplasms,Launched,True,True,True,True,unsupported target,MONDO_0021100,0.0
262564,ENSG00000087494,PTHLH,breast cancer,MONDO_0007254,0.0,0.0,0.0,0.0,1.0,1.0,1.0,PTHLH-D001943,D001943,Breast Neoplasms,Preclinical,False,False,False,False,genetically supported target,MONDO_0021100,1.0
262568,ENSG00000089692,LAG3,breast cancer,MONDO_0007254,0.0,0.0,0.0,0.0,0.0,1.0,1.0,LAG3-D001943,D001943,Breast Neoplasms,Phase II,True,True,False,False,unsupported target,MONDO_0021100,0.0
262572,ENSG00000091879,ANGPT2,breast cancer,MONDO_0007254,1.0,1.0,1.0,0.0,0.0,1.0,1.0,ANGPT2-D001943,D001943,Breast Neoplasms,Phase III,True,True,True,False,unsupported target,MONDO_0021100,0.0
262573,ENSG00000092969,TGFB2,breast cancer,MONDO_0007254,0.0,0.0,0.0,0.0,0.0,1.0,1.0,TGFB2-D001943,D001943,Breast Neoplasms,Preclinical,False,False,False,False,unsupported target,MONDO_0021100,0.0
262581,ENSG00000097007,ABL1,breast cancer,MONDO_0007254,0.0,0.0,0.0,0.0,0.0,1.0,1.0,ABL1-D001943,D001943,Breast Neoplasms,Phase II,True,True,False,False,unsupported target,MONDO_0021100,0.0
262593,ENSG00000101017,CD40,breast cancer,MONDO_0007254,0.0,0.0,0.0,0.0,0.0,1.0,1.0,CD40-D001943,D001943,Breast Neoplasms,Preclinical,False,False,False,False,unsupported target,MONDO_0021100,0.0
262597,ENSG00000101336,HCK,breast cancer,MONDO_0007254,1.0,0.0,0.0,1.0,0.0,1.0,1.0,HCK-D001943,D001943,Breast Neoplasms,Phase II,True,True,False,False,unsupported target,MONDO_0021100,0.0
262602,ENSG00000102755,FLT1,breast cancer,MONDO_0007254,1.0,1.0,1.0,0.0,0.0,1.0,1.0,FLT1-D001943,D001943,Breast Neoplasms,Phase II,True,True,False,False,unsupported target,MONDO_0021100,0.0
262611,ENSG00000105329,TGFB1,breast cancer,MONDO_0007254,0.0,1.0,1.0,0.0,0.0,1.0,1.0,TGFB1-D001943,D001943,Breast Neoplasms,Preclinical,False,False,False,False,unsupported target,MONDO_0021100,0.0
262618,ENSG00000105851,PIK3CG,breast cancer,MONDO_0007254,1.0,0.0,0.0,1.0,0.0,1.0,1.0,PIK3CG-D001943,D001943,Breast Neoplasms,Phase II,True,True,False,False,unsupported target,MONDO_0021100,0.0
262623,ENSG00000106991,ENG,breast cancer,MONDO_0007254,1.0,1.0,1.0,0.0,0.0,1.0,1.0,ENG-D001943,D001943,Breast Neoplasms,Phase II,True,True,False,False,unsupported target,MONDO_0021100,0.0
262633,ENSG00000110092,CCND1,breast cancer,MONDO_0007254,0.0,1.0,1.0,0.0,1.0,1.0,1.0,CCND1-D001943,D001943,Breast Neoplasms,Phase I,True,False,False,False,genetically supported target,MONDO_0021100,1.0
262634,ENSG00000110195,FOLR1,breast cancer,MONDO_0007254,1.0,0.0,0.0,0.0,0.0,1.0,1.0,FOLR1-D001943,D001943,Breast Neoplasms,Phase II,True,True,False,False,unsupported target,MONDO_0021100,0.0
262637,ENSG00000111424,VDR,breast cancer,MONDO_0007254,1.0,0.0,0.0,0.0,0.0,1.0,1.0,VDR-D001943,D001943,Breast Neoplasms,Preclinical,False,False,False,False,unsupported target,MONDO_0021100,0.0
262642,ENSG00000112715,VEGFA,breast cancer,MONDO_0007254,0.0,1.0,1.0,0.0,0.0,1.0,1.0,VEGFA-D001943,D001943,Breast Neoplasms,Launched,True,True,True,True,unsupported target,MONDO_0021100,0.0
262645,ENSG00000113263,ITK,breast cancer,MONDO_0007254,1.0,0.0,0.0,1.0,0.0,1.0,1.0,ITK-D001943,D001943,Breast Neoplasms,Preclinical,False,False,False,False,unsupported target,MONDO_0021100,0.0
262649,ENSG00000113721,PDGFRB,breast cancer,MONDO_0007254,0.0,0.0,0.0,0.0,0.0,1.0,1.0,PDGFRB-D001943,D001943,Breast Neoplasms,Phase III,True,True,True,False,unsupported target,MONDO_0021100,0.0
262654,ENSG00000115353,TACR1,breast cancer,MONDO_0007254,1.0,0.0,0.0,0.0,0.0,1.0,1.0,TACR1-D001943,D001943,Breast Neoplasms,Preclinical,False,False,False,False,unsupported target,MONDO_0021100,0.0
262655,ENSG00000115457,IGFBP2,breast cancer,MONDO_0007254,1.0,0.0,0.0,0.0,1.0,1.0,1.0,IGFBP2-D001943,D001943,Breast Neoplasms,Preclinical,False,False,False,False,unsupported target,MONDO_0021100,0.0
262656,ENSG00000115461,IGFBP5,breast cancer,MONDO_0007254,0.0,0.0,0.0,0.0,1.0,1.0,1.0,IGFBP5-D001943,D001943,Breast Neoplasms,Preclinical,False,False,False,False,unsupported target,MONDO_0021100,0.0
262661,ENSG00000116106,EPHA4,breast cancer,MONDO_0007254,0.0,0.0,0.0,0.0,0.0,1.0,1.0,EPHA4-D001943,D001943,Breast Neoplasms,Phase I,True,False,False,False,unsupported target,MONDO_0021100,0.0
262664,ENSG00000117020,AKT3,breast cancer,MONDO_0007254,0.0,1.0,1.0,0.0,0.0,1.0,1.0,AKT3-D001943,D001943,Breast Neoplasms,Phase I,True,False,False,False,unsupported target,MONDO_0021100,0.0
262671,ENSG00000118432,CNR1,breast cancer,MONDO_0007254,1.0,1.0,0.0,1.0,0.0,1.0,1.0,CNR1-D001943,D001943,Breast Neoplasms,Preclinical,False,False,False,False,unsupported target,MONDO_0021100,0.0
262674,ENSG00000119535,CSF3R,breast cancer,MONDO_0007254,1.0,0.0,0.0,0.0,0.0,1.0,1.0,CSF3R-D001943,D001943,Breast Neoplasms,Phase I,True,False,False,False,unsupported target,MONDO_0021100,0.0
262676,ENSG00000119699,TGFB3,breast cancer,MONDO_0007254,0.0,0.0,0.0,0.0,0.0,1.0,1.0,TGFB3-D001943,D001943,Breast Neoplasms,Preclinical,False,False,False,False,unsupported target,MONDO_0021100,0.0
262679,ENSG00000120156,TEK,breast cancer,MONDO_0007254,1.0,0.0,0.0,0.0,0.0,1.0,1.0,TEK-D001943,D001943,Breast Neoplasms,Phase II,True,True,False,False,unsupported target,MONDO_0021100,0.0
262683,ENSG00000120885,CLU,breast cancer,MONDO_0007254,0.0,1.0,1.0,0.0,0.0,1.0,1.0,CLU-D001943,D001943,Breast Neoplasms,Phase III,True,True,True,False,unsupported target,MONDO_0021100,0.0
262686,ENSG00000121966,CXCR4,breast cancer,MONDO_0007254,1.0,1.0,0.0,1.0,0.0,1.0,1.0,CXCR4-D001943,D001943,Breast Neoplasms,Phase II,True,True,False,False,unsupported target,MONDO_0021100,0.0
262687,ENSG00000122025,FLT3,breast cancer,MONDO_0007254,0.0,1.0,1.0,0.0,0.0,1.0,1.0,FLT3-D001943,D001943,Breast Neoplasms,Phase II,True,True,False,False,unsupported target,MONDO_0021100,0.0
262695,ENSG00000125538,IL1B,breast cancer,MONDO_0007254,1.0,0.0,0.0,0.0,0.0,1.0,1.0,IL1B-D001943,D001943,Breast Neoplasms,Phase I,True,False,False,False,unsupported target,MONDO_0021100,0.0
262701,ENSG00000128052,KDR,breast cancer,MONDO_0007254,1.0,0.0,0.0,0.0,0.0,1.0,1.0,KDR-D001943,D001943,Breast Neoplasms,Phase III,True,True,True,False,unsupported target,MONDO_0021100,0.0
262715,ENSG00000132170,PPARG,breast cancer,MONDO_0007254,0.0,1.0,1.0,0.0,0.0,1.0,1.0,PPARG-D001943,D001943,Breast Neoplasms,Preclinical,False,False,False,False,genetically supported target,MONDO_0021100,1.0
262723,ENSG00000134460,IL2RA,breast cancer,MONDO_0007254,1.0,0.0,0.0,1.0,0.0,1.0,1.0,IL2RA-D001943,D001943,Breast Neoplasms,Launched,True,True,True,True,unsupported target,MONDO_0021100,0.0
262727,ENSG00000134853,PDGFRA,breast cancer,MONDO_0007254,1.0,1.0,0.0,1.0,0.0,1.0,1.0,PDGFRA-D001943,D001943,Breast Neoplasms,Phase II,True,True,False,False,unsupported target,MONDO_0021100,0.0
262729,ENSG00000135318,NT5E,breast cancer,MONDO_0007254,0.0,1.0,0.0,1.0,0.0,1.0,1.0,NT5E-D001943,D001943,Breast Neoplasms,Phase I,True,False,False,False,unsupported target,MONDO_0021100,0.0
262731,ENSG00000135446,CDK4,breast cancer,MONDO_0007254,0.0,0.0,0.0,0.0,0.0,1.0,1.0,CDK4-D001943,D001943,Breast Neoplasms,Launched,True,True,True,True,unsupported target,MONDO_0021100,0.0
262746,ENSG00000137948,BRDT,breast cancer,MONDO_0007254,1.0,0.0,0.0,0.0,0.0,1.0,1.0,BRDT-D001943,D001943,Breast Neoplasms,Phase I,True,False,False,False,unsupported target,MONDO_0021100,0.0
262757,ENSG00000140009,ESR2,breast cancer,MONDO_0007254,0.0,0.0,0.0,0.0,0.0,1.0,1.0,ESR2-D001943,D001943,Breast Neoplasms,Phase II,True,True,False,False,unsupported target,MONDO_0021100,0.0
262758,ENSG00000140443,IGF1R,breast cancer,MONDO_0007254,0.0,0.0,0.0,0.0,0.0,1.0,1.0,IGF1R-D001943,D001943,Breast Neoplasms,Phase II,True,True,False,False,unsupported target,MONDO_0021100,0.0
262767,ENSG00000141424,SLC39A6,breast cancer,MONDO_0007254,0.0,0.0,0.0,0.0,0.0,1.0,1.0,SLC39A6-D001943,D001943,Breast Neoplasms,Phase II,True,True,False,False,unsupported target,MONDO_0021100,0.0
262771,ENSG00000141736,ERBB2,breast cancer,MONDO_0007254,1.0,0.0,0.0,0.0,0.0,1.0,1.0,ERBB2-D001943,D001943,Breast Neoplasms,Launched,True,True,True,True,unsupported target,MONDO_0021100,0.0
262775,ENSG00000142627,EPHA2,breast cancer,MONDO_0007254,1.0,0.0,0.0,0.0,0.0,1.0,1.0,EPHA2-D001943,D001943,Breast Neoplasms,Phase II,True,True,False,False,unsupported target,MONDO_0021100,0.0
262778,ENSG00000143387,CTSK,breast cancer,MONDO_0007254,0.0,1.0,1.0,0.0,0.0,1.0,1.0,CTSK-D001943,D001943,Breast Neoplasms,Preclinical,False,False,False,False,unsupported target,MONDO_0021100,0.0
262794,ENSG00000146648,EGFR,breast cancer,MONDO_0007254,0.0,0.0,0.0,0.0,0.0,1.0,1.0,EGFR-D001943,D001943,Breast Neoplasms,Launched,True,True,True,True,unsupported target,MONDO_0021100,0.0
262812,ENSG00000151617,EDNRA,breast cancer,MONDO_0007254,1.0,0.0,0.0,0.0,0.0,1.0,1.0,EDNRA-D001943,D001943,Breast Neoplasms,Phase III,True,True,True,False,unsupported target,MONDO_0021100,0.0
262820,ENSG00000154188,ANGPT1,breast cancer,MONDO_0007254,0.0,1.0,1.0,0.0,0.0,1.0,1.0,ANGPT1-D001943,D001943,Breast Neoplasms,Phase III,True,True,True,False,unsupported target,MONDO_0021100,0.0
262821,ENSG00000154229,PRKCA,breast cancer,MONDO_0007254,0.0,0.0,0.0,0.0,0.0,1.0,1.0,PRKCA-D001943,D001943,Breast Neoplasms,Preclinical,False,False,False,False,unsupported target,MONDO_0021100,0.0
262825,ENSG00000155760,FZD7,breast cancer,MONDO_0007254,0.0,0.0,0.0,0.0,0.0,1.0,1.0,FZD7-D001943,D001943,Breast Neoplasms,Phase I,True,False,False,False,unsupported target,MONDO_0021100,0.0
262828,ENSG00000157404,KIT,breast cancer,MONDO_0007254,1.0,1.0,1.0,0.0,0.0,1.0,1.0,KIT-D001943,D001943,Breast Neoplasms,Phase II,True,True,False,False,unsupported target,MONDO_0021100,0.0
262834,ENSG00000159131,GART,breast cancer,MONDO_0007254,0.0,1.0,1.0,0.0,0.0,1.0,1.0,GART-D001943,D001943,Breast Neoplasms,Preclinical,False,False,False,False,unsupported target,MONDO_0021100,0.0
262851,ENSG00000163464,CXCR1,breast cancer,MONDO_0007254,1.0,0.0,0.0,0.0,0.0,1.0,1.0,CXCR1-D001943,D001943,Breast Neoplasms,Phase II,True,True,False,False,unsupported target,MONDO_0021100,0.0
262856,ENSG00000163599,CTLA4,breast cancer,MONDO_0007254,1.0,0.0,0.0,1.0,0.0,1.0,1.0,CTLA4-D001943,D001943,Breast Neoplasms,Phase II,True,True,False,False,unsupported target,MONDO_0021100,0.0
262874,ENSG00000166483,WEE1,breast cancer,MONDO_0007254,0.0,0.0,0.0,0.0,0.0,1.0,1.0,WEE1-D001943,D001943,Breast Neoplasms,Phase II,True,True,False,False,unsupported target,MONDO_0021100,0.0
262875,ENSG00000166501,PRKCB,breast cancer,MONDO_0007254,1.0,1.0,0.0,1.0,0.0,1.0,1.0,PRKCB-D001943,D001943,Breast Neoplasms,Phase II,True,True,False,False,unsupported target,MONDO_0021100,0.0
262878,ENSG00000167244,IGF2,breast cancer,MONDO_0007254,0.0,0.0,0.0,0.0,0.0,1.0,1.0,IGF2-D001943,D001943,Breast Neoplasms,Phase II,True,True,False,False,unsupported target,MONDO_0021100,0.0
262892,ENSG00000169083,AR,breast cancer,MONDO_0007254,0.0,1.0,1.0,0.0,0.0,1.0,1.0,AR-D001943,D001943,Breast Neoplasms,Phase III,True,True,True,False,unsupported target,MONDO_0021100,0.0
262893,ENSG00000169252,ADRB2,breast cancer,MONDO_0007254,0.0,0.0,0.0,0.0,0.0,1.0,1.0,ADRB2-D001943,D001943,Breast Neoplasms,Preclinical,False,False,False,False,unsupported target,MONDO_0021100,0.0
262897,ENSG00000170017,ALCAM,breast cancer,MONDO_0007254,0.0,0.0,0.0,0.0,0.0,1.0,1.0,ALCAM-D001943,D001943,Breast Neoplasms,Phase II,True,True,False,False,genetically supported target,MONDO_0021100,1.0
262907,ENSG00000171791,BCL2,breast cancer,MONDO_0007254,0.0,1.0,1.0,0.0,0.0,1.0,1.0,BCL2-D001943,D001943,Breast Neoplasms,Phase II,True,True,False,False,unsupported target,MONDO_0021100,0.0
262908,ENSG00000171862,PTEN,breast cancer,MONDO_0007254,0.0,1.0,1.0,0.0,1.0,1.0,1.0,PTEN-D001943,D001943,Breast Neoplasms,Preclinical,False,False,False,False,unsupported target,MONDO_0021100,0.0
262923,ENSG00000176105,YES1,breast cancer,MONDO_0007254,0.0,0.0,0.0,0.0,0.0,1.0,1.0,YES1-D001943,D001943,Breast Neoplasms,Phase II,True,True,False,False,unsupported target,MONDO_0021100,0.0
262930,ENSG00000178568,ERBB4,breast cancer,MONDO_0007254,1.0,0.0,0.0,0.0,0.0,1.0,1.0,ERBB4-D001943,D001943,Breast Neoplasms,Launched,True,True,True,True,genetically supported target,MONDO_0021100,1.0
262936,ENSG00000180616,SSTR2,breast cancer,MONDO_0007254,0.0,0.0,0.0,0.0,0.0,1.0,1.0,SSTR2-D001943,D001943,Breast Neoplasms,Phase II,True,True,False,False,unsupported target,MONDO_0021100,0.0
262937,ENSG00000180871,CXCR2,breast cancer,MONDO_0007254,1.0,0.0,0.0,0.0,0.0,1.0,1.0,CXCR2-D001943,D001943,Breast Neoplasms,Phase II,True,True,False,False,unsupported target,MONDO_0021100,0.0
262945,ENSG00000182578,CSF1R,breast cancer,MONDO_0007254,1.0,0.0,0.0,1.0,0.0,1.0,1.0,CSF1R-D001943,D001943,Breast Neoplasms,Preclinical,False,False,False,False,unsupported target,MONDO_0021100,0.0
262947,ENSG00000182866,LCK,breast cancer,MONDO_0007254,1.0,0.0,0.0,1.0,0.0,1.0,1.0,LCK-D001943,D001943,Breast Neoplasms,Phase II,True,True,False,False,unsupported target,MONDO_0021100,0.0
262957,ENSG00000184292,TACSTD2,breast cancer,MONDO_0007254,1.0,0.0,0.0,0.0,0.0,1.0,1.0,TACSTD2-D001943,D001943,Breast Neoplasms,Launched,True,True,True,True,unsupported target,MONDO_0021100,0.0
262960,ENSG00000184371,CSF1,breast cancer,MONDO_0007254,0.0,0.0,0.0,0.0,0.0,1.0,1.0,CSF1-D001943,D001943,Breast Neoplasms,Phase II,True,True,False,False,unsupported target,MONDO_0021100,0.0
262966,ENSG00000185499,MUC1,breast cancer,MONDO_0007254,1.0,0.0,0.0,0.0,0.0,1.0,1.0,MUC1-D001943,D001943,Breast Neoplasms,Phase I,True,False,False,False,unsupported target,MONDO_0021100,0.0
262974,ENSG00000186827,TNFRSF4,breast cancer,MONDO_0007254,1.0,1.0,1.0,0.0,0.0,1.0,1.0,TNFRSF4-D001943,D001943,Breast Neoplasms,Preclinical,False,False,False,False,unsupported target,MONDO_0021100,0.0
262975,ENSG00000186891,TNFRSF18,breast cancer,MONDO_0007254,1.0,0.0,0.0,0.0,0.0,1.0,1.0,TNFRSF18-D001943,D001943,Breast Neoplasms,Phase II,True,True,False,False,unsupported target,MONDO_0021100,0.0
262980,ENSG00000188389,PDCD1,breast cancer,MONDO_0007254,1.0,0.0,0.0,1.0,0.0,1.0,1.0,PDCD1-D001943,D001943,Breast Neoplasms,Launched,True,True,True,True,unsupported target,MONDO_0021100,0.0
262989,ENSG00000196411,EPHB4,breast cancer,MONDO_0007254,0.0,0.0,0.0,0.0,0.0,1.0,1.0,EPHB4-D001943,D001943,Breast Neoplasms,Phase II,True,True,False,False,unsupported target,MONDO_0021100,0.0
262992,ENSG00000196591,HDAC2,breast cancer,MONDO_0007254,0.0,0.0,0.0,0.0,0.0,1.0,1.0,HDAC2-D001943,D001943,Breast Neoplasms,Phase II,True,True,False,False,unsupported target,MONDO_0021100,0.0
262995,ENSG00000196664,TLR7,breast cancer,MONDO_0007254,1.0,0.0,0.0,0.0,0.0,1.0,1.0,TLR7-D001943,D001943,Breast Neoplasms,Phase II,True,True,False,False,unsupported target,MONDO_0021100,0.0
262998,ENSG00000197122,SRC,breast cancer,MONDO_0007254,0.0,0.0,0.0,0.0,0.0,1.0,1.0,SRC-D001943,D001943,Breast Neoplasms,Phase II,True,True,False,False,unsupported target,MONDO_0021100,0.0
263003,ENSG00000198223,CSF2RA,breast cancer,MONDO_0007254,1.0,0.0,0.0,0.0,0.0,1.0,1.0,CSF2RA-D001943,D001943,Breast Neoplasms,Phase II,True,True,False,False,unsupported target,MONDO_0021100,0.0
263011,ENSG00000198851,CD3E,breast cancer,MONDO_0007254,1.0,1.0,0.0,1.0,0.0,1.0,1.0,CD3E-D001943,D001943,Breast Neoplasms,Phase II,True,True,False,False,unsupported target,MONDO_0021100,0.0
263027,ENSG00000254087,LYN,breast cancer,MONDO_0007254,1.0,0.0,0.0,0.0,0.0,1.0,1.0,LYN-D001943,D001943,Breast Neoplasms,Phase II,True,True,False,False,unsupported target,MONDO_0021100,0.0
263029,ENSG00000258947,TUBB3,breast cancer,MONDO_0007254,0.0,0.0,0.0,0.0,0.0,1.0,1.0,TUBB3-D001943,D001943,Breast Neoplasms,Preclinical,False,False,False,False,unsupported target,MONDO_0021100,0.0
263083,ENSG00000004468,CD38,breast cancer,MONDO_0007254,1.0,1.0,0.0,1.0,0.0,1.0,1.0,CD38-D001943,D001943,Breast Neoplasms,Phase II,True,True,False,False,unsupported target,MONDO_0021100,0.0
263084,ENSG00000004478,FKBP4,breast cancer,MONDO_0007254,0.0,0.0,0.0,0.0,0.0,1.0,1.0,FKBP4-D001943,D001943,Breast Neoplasms,Preclinical,False,False,False,False,genetically supported target,MONDO_0021100,1.0
263157,ENSG00000006283,CACNA1G,breast cancer,MONDO_0007254,1.0,0.0,0.0,0.0,0.0,1.0,1.0,CACNA1G-D001943,D001943,Breast Neoplasms,Preclinical,False,False,False,False,unsupported target,MONDO_0021100,0.0
263192,ENSG00000007062,PROM1,breast cancer,MONDO_0007254,1.0,0.0,0.0,0.0,0.0,1.0,1.0,PROM1-D001943,D001943,Breast Neoplasms,Preclinical,False,False,False,False,unsupported target,MONDO_0021100,0.0
263215,ENSG00000007908,SELE,breast cancer,MONDO_0007254,1.0,0.0,0.0,0.0,0.0,1.0,1.0,SELE-D001943,D001943,Breast Neoplasms,Phase I,True,False,False,False,unsupported target,MONDO_0021100,0.0
263280,ENSG00000010327,STAB1,breast cancer,MONDO_0007254,0.0,0.0,0.0,1.0,0.0,1.0,1.0,STAB1-D001943,D001943,Breast Neoplasms,Phase II,True,True,False,False,unsupported target,MONDO_0021100,0.0
263285,ENSG00000010610,CD4,breast cancer,MONDO_0007254,1.0,0.0,0.0,1.0,0.0,1.0,1.0,CD4-D001943,D001943,Breast Neoplasms,Phase II,True,True,False,False,unsupported target,MONDO_0021100,0.0
263311,ENSG00000011422,PLAUR,breast cancer,MONDO_0007254,1.0,1.0,1.0,0.0,0.0,1.0,1.0,PLAUR-D001943,D001943,Breast Neoplasms,Preclinical,False,False,False,False,unsupported target,MONDO_0021100,0.0
263328,ENSG00000012223,LTF,breast cancer,MONDO_0007254,1.0,0.0,0.0,0.0,0.0,1.0,1.0,LTF-D001943,D001943,Breast Neoplasms,Phase II,True,True,False,False,unsupported target,MONDO_0021100,0.0
263428,ENSG00000023445,BIRC3,breast cancer,MONDO_0007254,1.0,0.0,0.0,0.0,0.0,1.0,1.0,BIRC3-D001943,D001943,Breast Neoplasms,Phase I,True,False,False,False,unsupported target,MONDO_0021100,0.0
263450,ENSG00000026025,VIM,breast cancer,MONDO_0007254,0.0,0.0,0.0,0.0,0.0,1.0,1.0,VIM-D001943,D001943,Breast Neoplasms,Phase II,True,True,False,False,unsupported target,MONDO_0021100,0.0
263451,ENSG00000026103,FAS,breast cancer,MONDO_0007254,0.0,0.0,0.0,0.0,0.0,1.0,1.0,FAS-D001943,D001943,Breast Neoplasms,Preclinical,False,False,False,False,unsupported target,MONDO_0021100,0.0
263453,ENSG00000026508,CD44,breast cancer,MONDO_0007254,0.0,0.0,0.0,0.0,0.0,1.0,1.0,CD44-D001943,D001943,Breast Neoplasms,Phase I,True,False,False,False,unsupported target,MONDO_0021100,0.0
263456,ENSG00000026751,SLAMF7,breast cancer,MONDO_0007254,1.0,0.0,0.0,0.0,0.0,1.0,1.0,SLAMF7-D001943,D001943,Breast Neoplasms,Phase II,True,True,False,False,unsupported target,MONDO_0021100,0.0
263463,ENSG00000028137,TNFRSF1B,breast cancer,MONDO_0007254,1.0,0.0,0.0,1.0,0.0,1.0,1.0,TNFRSF1B-D001943,D001943,Breast Neoplasms,Preclinical,False,False,False,False,unsupported target,MONDO_0021100,0.0
263481,ENSG00000030582,GRN,breast cancer,MONDO_0007254,0.0,1.0,1.0,0.0,0.0,1.0,1.0,GRN-D001943,D001943,Breast Neoplasms,Preclinical,False,False,False,False,unsupported target,MONDO_0021100,0.0
263649,ENSG00000050165,DKK3,breast cancer,MONDO_0007254,0.0,1.0,1.0,0.0,0.0,1.0,1.0,DKK3-D001943,D001943,Breast Neoplasms,Preclinical,False,False,False,False,unsupported target,MONDO_0021100,0.0
263751,ENSG00000058085,LAMC2,breast cancer,MONDO_0007254,1.0,0.0,0.0,0.0,0.0,1.0,1.0,LAMC2-D001943,D001943,Breast Neoplasms,Preclinical,False,False,False,False,unsupported target,MONDO_0021100,0.0
263831,ENSG00000064012,CASP8,breast cancer,MONDO_0007254,0.0,1.0,1.0,0.0,0.0,1.0,1.0,CASP8-D001943,D001943,Breast Neoplasms,Phase I,True,False,False,False,unsupported target,MONDO_0021100,0.0
263955,ENSG00000067182,TNFRSF1A,breast cancer,MONDO_0007254,0.0,1.0,1.0,0.0,0.0,1.0,1.0,TNFRSF1A-D001943,D001943,Breast Neoplasms,Launched,True,True,True,True,unsupported target,MONDO_0021100,0.0
263959,ENSG00000067225,PKM,breast cancer,MONDO_0007254,0.0,1.0,1.0,0.0,0.0,1.0,1.0,PKM-D001943,D001943,Breast Neoplasms,Preclinical,False,False,False,False,unsupported target,MONDO_0021100,0.0
264016,ENSG00000069399,BCL3,breast cancer,MONDO_0007254,0.0,0.0,0.0,0.0,0.0,1.0,1.0,BCL3-D001943,D001943,Breast Neoplasms,Preclinical,False,False,False,False,unsupported target,MONDO_0021100,0.0
264034,ENSG00000070018,LRP6,breast cancer,MONDO_0007254,0.0,0.0,0.0,0.0,0.0,1.0,1.0,LRP6-D001943,D001943,Breast Neoplasms,Preclinical,False,False,False,False,unsupported target,MONDO_0021100,0.0
